web-scraper-order,web-scraper-start-url,page,url,imgSrc,name,description
1621182476-148,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Previous,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=1,https://slack-files2.s3-us-west-2.amazonaws.com/avatars/2017-11-02/265549064913_0c3523dfe8911bbc8151_96.png,Rocketbook,"Scan and send your Rocketbook pages to yourself, teammates, and channels."
1621182566-433,https://gangchanger.slack.com/apps/category/AtVCT88N5T-working-from-home,Next,https://gangchanger.slack.com/apps/category/AtVCT88N5T-working-from-home?page=2,https://avatars.slack-edge.com/2021-01-04/1623817584577_5fa82ebb9875e49b34de_96.png,Obie,"Build a wiki, capture FAQs and search for documents all in one place"
1621182559-407,https://gangchanger.slack.com/apps/category/AtVCT88N5T-working-from-home,,,https://slack-files2.s3-us-west-2.amazonaws.com/avatars/2017-09-21/245295805989_06e77af1bfb8e3c81d4d_96.png,Zoom,Easily start a Zoom video meeting directly from Slack.
1621182574-464,https://gangchanger.slack.com/apps/category/AtVCT88N5T-working-from-home,Previous,https://gangchanger.slack.com/apps/category/AtVCT88N5T-working-from-home?page=1,https://slack-files2.s3-us-west-2.amazonaws.com/avatars/2017-09-21/245295805989_06e77af1bfb8e3c81d4d_96.png,Zoom,Easily start a Zoom video meeting directly from Slack.
1621182486-193,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=3,https://avatars.slack-edge.com/2019-06-27/680246162518_11351018f6a48d1895c9_96.jpg,hellonext.co,Organize feedback via Slack.
1621182515-268,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=6,https://avatars.slack-edge.com/2020-04-21/1077762044899_71e70a074b4f61bc272f_96.png,1800Flowers SmartGift,"1800Flowers SmartGift lets you send gifts to coworkers, clients, friends and family instantly, no delivery address required"
1621182610-592,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured,Previous,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured?page=1,https://avatars.slack-edge.com/2019-08-29/742984655284_3911bdd1458af62e7ba5_96.png,Salesforce,Search and view information from Salesforce in Slack.
1621182460-106,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,,,https://slack-files2.s3-us-west-2.amazonaws.com/avatars/2018-04-13/347347562630_ee3e75506727d642baa7_96.png,Ally OKRs,With one-click you are connected to the richest set of OKR features and integrated workflows available for Slack
1621182468-127,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=2,https://slack-files2.s3-us-west-2.amazonaws.com/avatars/2018-08-20/419593906129_f8dab6867feeea0c1c1f_96.png,Incident,Manage incidents and respond to downtime with your team right in Slack.
1621182446-54,https://gangchanger.slack.com/apps/category/At0EFT6813-brilliant-bots,Next,https://gangchanger.slack.com/apps/category/At0EFT6813-brilliant-bots?page=2,https://avatars.slack-edge.com/2020-09-22/1373751028310_515e6b11f0a095a58225_96.png,Stack Overflow for Teams,Integrate Slack with your Stack Overflow Team
1621182460-90,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,,,https://avatars.slack-edge.com/2021-01-25/1680548373876_08bcd7da61f0761d9dcd_96.png,PagerDuty,Spend less time reacting to incidents and more time developing for the future.
1621182574-475,https://gangchanger.slack.com/apps/category/AtVCT88N5T-working-from-home,Previous,https://gangchanger.slack.com/apps/category/AtVCT88N5T-working-from-home?page=1,https://avatars.slack-edge.com/2018-06-17/384053245894_495b0d8bc7454e59a3c8_96.png,Cisco Webex Meetings,"Start, schedule or join Webex video meetings from Slack."
1621182559-427,https://gangchanger.slack.com/apps/category/AtVCT88N5T-working-from-home,,,https://slack-files2.s3-us-west-2.amazonaws.com/avatars/2018-01-17/300655353986_53957f8929256e832140_96.png,Disco,"Celebrate values-driven work, foster team appreciation, and measure engagement around company culture."
1621182531-324,https://gangchanger.slack.com/apps/category/At64BY3G3F-essential-apps,,,https://a.slack-edge.com/80588/img/services/hangouts_96.png,Google+ Hangouts,Bring your conversations to life with free video calls.
1621182476-160,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Previous,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=1,https://avatars.slack-edge.com/2019-08-11/724908759143_4acdeffd0368946c51cc_96.png,Azure Repos,Monitor pull request activity in your repository
1621182574-481,https://gangchanger.slack.com/apps/category/AtVCT88N5T-working-from-home,Previous,https://gangchanger.slack.com/apps/category/AtVCT88N5T-working-from-home?page=1,https://avatars.slack-edge.com/2019-01-07/518480890450_a5baa43c425d4350dab4_96.png,Voice Message,Send audio messages directly on Slack !
1621182460-85,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,,,https://avatars.slack-edge.com/2020-01-09/890094355441_812371c0dcfd3eab1830_96.png,Lucidchart,Quickly and easily collaborate on diagrams
1621182460-107,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,,,https://avatars.slack-edge.com/2017-03-28/160975992802_ddd203aba831de902493_96.png,Hive,The Productivity Platform
1621182468-119,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=2,https://avatars.slack-edge.com/2020-08-27/1326688448482_8324c170e76022e9d29f_96.png,RemindUs,Advanced reminders for teams
1621182566-456,https://gangchanger.slack.com/apps/category/AtVCT88N5T-working-from-home,Next,https://gangchanger.slack.com/apps/category/AtVCT88N5T-working-from-home?page=2,https://avatars.slack-edge.com/2018-12-27/513413874679_e75160b03aac8b54990e_96.png,Sparkly,Match people in your Slack with similar interests to encourage new connections
1621182515-288,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=6,https://avatars.slack-edge.com/2020-05-26/1145689478690_3ab9ee751d9a421d631b_96.jpg,ArtLens for Slack,Curate a daily exhibition with the Cleveland Museum of Art
1621182603-569,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured,Next,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured?page=2,https://avatars.slack-edge.com/2020-12-08/1565523113988_0ce872c3600ed17cfc00_96.png,Ramp,All your company spend - in Slack.
1621182531-336,https://gangchanger.slack.com/apps/category/At64BY3G3F-essential-apps,,,https://a.slack-edge.com/80588/img/plugins/box/service_96.png,Box File Picker,"Securely store, share, and manage all your files"
1621182486-186,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=3,https://avatars.slack-edge.com/2020-09-26/1382918509334_cc2afdb376fe8f8f614d_96.jpg,Statusly,Automate your Slack status and DND Settings.
1621182610-594,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured,Previous,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured?page=1,https://avatars.slack-edge.com/2019-11-25/848832123680_64c47103e3082b32c4fe_96.png,AWS Chatbot,ChatOps for AWS
1621182486-189,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=3,https://avatars.slack-edge.com/2019-03-22/576575545329_c16d2ed0c173c76f02ee_96.png,Giv,Recognize Teammates
1621182505-238,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=5,https://avatars.slack-edge.com/2019-10-13/794012282469_7699dcb7cecfebdc1f0d_96.png,Ovvy,"Ovvy lets you see who’s on-call, check schedules, and easily create overrides."
1621182460-87,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,,,https://avatars.slack-edge.com/2021-02-11/1743993243810_70c06a3b9201ba9e34c1_96.png,Figma,Get relevant updates about Figma files in Slack
1621182595-532,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured,,,https://slack-files2.s3-us-west-2.amazonaws.com/avatars/2017-09-07/238810648614_7050c90574e7f953aa42_96.png,Donut,"Connect around the watercooler, anywhere"
1621182610-573,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured,Previous,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured?page=1,https://avatars.slack-edge.com/2020-10-15/1431340572002_5b33ac427113b206abee_96.png,Google Drive,Get notifications about Google Drive files within Slack
1621182440-7,https://gangchanger.slack.com/apps/category/At0EFT6813-brilliant-bots,,,https://slack-files2.s3-us-west-2.amazonaws.com/avatars/2017-06-23/202176477073_b452b677c96b39e3aa2a_96.png,Statsbot,Get insights from your database right into Slack
1621182595-519,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured,,,https://slack-files2.s3-us-west-2.amazonaws.com/avatars/2017-01-22/130976277813_a8ab564623726e14ea32_96.png,Workast,Project Management for Teams on Slack
1621182610-593,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured,Previous,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured?page=1,https://avatars.slack-edge.com/2019-01-30/536852289265_7ff5b59d4db5627841b7_96.png,Workstreams,Workflow & Kanban task management for distributed teams
1621182486-202,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=3,https://avatars.slack-edge.com/2020-08-10/1303862133025_c8fee28a4ebd4a66e54d_96.png,Todo,Everyday assistant to improve your productivity
1621182531-318,https://gangchanger.slack.com/apps/category/At64BY3G3F-essential-apps,,,https://a.slack-edge.com/dc483/img/plugins/giphy/service_96.png,Giphy,An online library of animated GIFs
1621182588-512,https://gangchanger.slack.com/apps/category/At01EB3C3VKK-enterprise-ready-apps,,,https://avatars.slack-edge.com/2021-01-24/1682284088353_0cbf4243116003bf5986_96.png,Outline Bot,Collaborate on customer needs and feedback
1621182538-354,https://gangchanger.slack.com/apps/category/At64BY3G3F-essential-apps,Next,https://gangchanger.slack.com/apps/category/At64BY3G3F-essential-apps?page=2,https://avatars.slack-edge.com/2019-02-20/555043726000_b74e71a9404ff170e660_96.png,BlueJeans,Start a BlueJeans Meeting and easily share meeting highlights
1621182446-46,https://gangchanger.slack.com/apps/category/At0EFT6813-brilliant-bots,Next,https://gangchanger.slack.com/apps/category/At0EFT6813-brilliant-bots?page=2,https://avatars.slack-edge.com/2018-12-27/513413874679_e75160b03aac8b54990e_96.png,Sparkly,Match people in your Slack with similar interests to encourage new connections
1621182610-595,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured,Previous,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured?page=1,https://slack-files2.s3-us-west-2.amazonaws.com/avatars/2018-01-17/300655353986_53957f8929256e832140_96.png,Disco,"Celebrate values-driven work, foster team appreciation, and measure engagement around company culture."
1621182440-12,https://gangchanger.slack.com/apps/category/At0EFT6813-brilliant-bots,,,https://avatars.slack-edge.com/2016-02-12/21128668674_17e2774cf7afed4b345e_96.png,Automate.io,Connect Slack with 200+ popular apps. Setup custom notifications. Create workflow Bots across apps.
1621182486-184,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=3,https://avatars.slack-edge.com/2020-10-25/1475934473360_a627032a3d03048b5a38_96.png,Approvals,Approvals & access tracking for your team
1621182476-169,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Previous,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=1,https://avatars.slack-edge.com/2019-03-26/586879206272_70bedbd07a354724ad2a_96.png,Task Reminder (Link Reminder),"Automatically creates and follows up with tasks, saving you time and energy"
1621182559-418,https://gangchanger.slack.com/apps/category/AtVCT88N5T-working-from-home,,,https://avatars.slack-edge.com/2018-06-17/384053245894_495b0d8bc7454e59a3c8_96.png,Cisco Webex Meetings,"Start, schedule or join Webex video meetings from Slack."
1621182559-419,https://gangchanger.slack.com/apps/category/AtVCT88N5T-working-from-home,,,https://avatars.slack-edge.com/2020-04-15/1088307881504_5d41c65f1d58ab969c5b_96.png,HubSpot,"Marketing, sales and customer service software that starts free to help you grow better."
1621182595-531,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured,,,https://avatars.slack-edge.com/2019-10-08/789931495607_cc585a2ba3a192a9c371_96.png,Box,Your content securely extended to Slack
1621182524-293,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=7,https://avatars.slack-edge.com/2020-10-08/1427788746081_b2f47dce18cd7139181d_96.png,kickflow,kickflowのチケットについての通知を受け取り、承認・差し戻しもできます。
1621182496-206,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=4,https://avatars.slack-edge.com/2020-03-04/971972081057_cac7e07aca7f7069b453_96.png,Float Notifications,Receive your schedule in Slack and get a message when it changes.
1621182476-146,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Previous,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=1,https://avatars.slack-edge.com/2020-09-14/1375649346721_9da32a8116d714388812_96.png,Quip,"Add collaborative documents, spreadsheets, and checklists to Slack."
1621182524-298,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=7,https://avatars.slack-edge.com/2019-10-24/808572163189_45c5b219ca0f38b271f8_96.png,AntEater,Search your team's contacts & email activity on Gmail & Outlook from Slack!
1621182446-47,https://gangchanger.slack.com/apps/category/At0EFT6813-brilliant-bots,Next,https://gangchanger.slack.com/apps/category/At0EFT6813-brilliant-bots?page=2,https://avatars.slack-edge.com/2020-11-17/1502196273190_030425be68570f52fcbf_96.png,Team Feedback by Inkrement,Seamlessly give and receive peer feedback. Even Anonymously.
1621182595-522,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured,,,https://avatars.slack-edge.com/2021-03-10/1838871109573_71ad0844bfc452d4fb6e_96.png,Outlook Calendar,"Sync your status, respond to invites, and see your schedule."
1621182468-117,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=2,https://avatars.slack-edge.com/2021-03-14/1841741042695_db2a5b71189f3859ed0b_96.png,SharedInbox - Email for Teams,Collaborate on external team emails.
1621182603-565,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured,Next,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured?page=2,https://avatars.slack-edge.com/2020-02-24/965197125364_22e94e9637f5990df34b_96.png,Opsgenie for Incident Management,Easily create and connect Slack channels with Opsgenie incidents
1621182538-357,https://gangchanger.slack.com/apps/category/At64BY3G3F-essential-apps,Next,https://gangchanger.slack.com/apps/category/At64BY3G3F-essential-apps?page=2,https://slack-files2.s3-us-west-2.amazonaws.com/avatars/2016-08-01/65229554384_ac2e09a84d9e9200ad43_96.png,Envoy,"From people to packages, Envoy helps you handle everything that enters your workplace."
1621182505-260,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=5,https://avatars.slack-edge.com/2020-09-16/1367047946482_dea35ef1f968300942b0_96.png,Squadra,Discover and build on the skills that matter to you and your team
1621182515-264,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=6,https://avatars.slack-edge.com/2020-07-15/1237454958758_c3f2e558874a1dc86ca1_96.png,paperboy,Receive Tableau reports at Slack
1621182452-59,https://gangchanger.slack.com/apps/category/At0EFT6813-brilliant-bots,Previous,https://gangchanger.slack.com/apps/category/At0EFT6813-brilliant-bots?page=1,https://avatars.slack-edge.com/2018-11-30/493753869479_4b703f4119efe3d7d0ff_96.png,Jira Cloud,Easily connect Jira Cloud projects to your Slack channels
1621182610-586,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured,Previous,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured?page=1,https://a.slack-edge.com/602dd9/img/plugins/channel_email_address/service_96.png,Email,Send emails directly to a channel in Slack.
1621182505-249,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=5,https://avatars.slack-edge.com/2020-08-25/1336053008561_df8ce0a3796fb48e443d_96.jpg,Digest,The only Hacker News client in Slack! Browse HN without ever leaving Slack.
1621182486-201,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=3,https://avatars.slack-edge.com/2020-05-23/1142136409955_f3b27606c8844c30cbf6_96.png,SlashMap,"Find your coworkers, meeting rooms and anything else."
1621182574-461,https://gangchanger.slack.com/apps/category/AtVCT88N5T-working-from-home,Previous,https://gangchanger.slack.com/apps/category/AtVCT88N5T-working-from-home?page=1,https://avatars.slack-edge.com/2020-10-15/1431340572002_5b33ac427113b206abee_96.png,Google Drive,Get notifications about Google Drive files within Slack
1621182588-507,https://gangchanger.slack.com/apps/category/At01EB3C3VKK-enterprise-ready-apps,,,https://avatars.slack-edge.com/2019-04-02/598180185175_7992b368735bf356bb3b_96.png,Form Director,Integrates Google Forms with Slack
1621182545-365,https://gangchanger.slack.com/apps/category/At64BY3G3F-essential-apps,Previous,https://gangchanger.slack.com/apps/category/At64BY3G3F-essential-apps?page=1,https://avatars.slack-edge.com/2020-10-15/1431340572002_5b33ac427113b206abee_96.png,Google Drive,Get notifications about Google Drive files within Slack
1621182446-52,https://gangchanger.slack.com/apps/category/At0EFT6813-brilliant-bots,Next,https://gangchanger.slack.com/apps/category/At0EFT6813-brilliant-bots?page=2,https://avatars.slack-edge.com/2020-02-21/962834945749_ca069c6e4c27f48d50fd_96.png,Simple Goals,Goal and OKR awareness for your teams
1621182460-91,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,,,https://avatars.slack-edge.com/2017-01-18/128632556993_b77c96b4e99b09ff2406_96.png,Reacji Channeler,Send messages from one channel to another using emoji
1621182496-220,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=4,https://avatars.slack-edge.com/2020-11-03/1459477316199_a418e16240b93fb715bb_96.png,TeamBuddy,Team building for remote companies.
1621182545-382,https://gangchanger.slack.com/apps/category/At64BY3G3F-essential-apps,Previous,https://gangchanger.slack.com/apps/category/At64BY3G3F-essential-apps?page=1,https://avatars.slack-edge.com/2015-12-15/16747233735_cd6d563053f8079cd36f_96.png,Gif Keyboard,Choose and share the perfect GIF. Caption your favorites.
1621182610-582,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured,Previous,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured?page=1,https://avatars.slack-edge.com/2020-04-27/1094107866404_420cddbc5de50dc37644_96.png,Doodle Bot,Find the best time to meet with teams inside and outside Slack
1621182566-435,https://gangchanger.slack.com/apps/category/AtVCT88N5T-working-from-home,Next,https://gangchanger.slack.com/apps/category/AtVCT88N5T-working-from-home?page=2,https://avatars.slack-edge.com/2019-09-24/772147695365_c1a57b7eb3f7fd04e91d_96.png,RingCentral,Enhance productivity & team collaboration by enabling users to instantly start a RingCentral Video meeting & place a call using RingCentral
1621182588-495,https://gangchanger.slack.com/apps/category/At01EB3C3VKK-enterprise-ready-apps,,,https://avatars.slack-edge.com/2019-05-01/626148669510_848578d4c3743d545733_96.png,OneDrive and SharePoint,"Search, share and preview your OneDrive & SharePoint Online files right from Slack"
1621182486-178,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=3,https://avatars.slack-edge.com/2020-06-06/1162060429990_f4c5c1382b55e270690b_96.png,Arena for HubSpot,Close more deals with Slack and HubSpot.
1621182452-75,https://gangchanger.slack.com/apps/category/At0EFT6813-brilliant-bots,Previous,https://gangchanger.slack.com/apps/category/At0EFT6813-brilliant-bots?page=1,https://avatars.slack-edge.com/2019-09-24/771398350245_de162bdcfb1f3b5cddf7_96.png,Vacation Tracker,Your One-Stop-Shop For Effortless Leave Tracking 🌴
1621182460-112,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,,,https://avatars.slack-edge.com/2019-03-10/571678184641_a4b399a3b3d30153942b_96.png,Advanced Poll,Advanced polls within slack
1621182595-526,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured,,,https://avatars.slack-edge.com/2020-11-30/1523833081063_159cf989d1cbf0ecc5c9_96.png,Loom,Video messaging for work
1621182515-272,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=6,https://avatars.slack-edge.com/2020-08-09/1283680706774_ded5874ed6ee271a31f4_96.png,Nifty,"Manage your team’s work seamlessly between Nifty and Slack, without having to constantly switch tools."
1621182574-466,https://gangchanger.slack.com/apps/category/AtVCT88N5T-working-from-home,Previous,https://gangchanger.slack.com/apps/category/AtVCT88N5T-working-from-home?page=1,https://avatars.slack-edge.com/2019-01-22/530635819106_1a9edef80a671c6f0cf0_96.jpg,Standup.ly,Standup Bot #1: Surveys & Polls via Text-Voice-Video
1621182538-349,https://gangchanger.slack.com/apps/category/At64BY3G3F-essential-apps,Next,https://gangchanger.slack.com/apps/category/At64BY3G3F-essential-apps?page=2,https://slack-files2.s3-us-west-2.amazonaws.com/avatars/2018-01-17/300655353986_53957f8929256e832140_96.png,Disco,"Celebrate values-driven work, foster team appreciation, and measure engagement around company culture."
1621182452-71,https://gangchanger.slack.com/apps/category/At0EFT6813-brilliant-bots,Previous,https://gangchanger.slack.com/apps/category/At0EFT6813-brilliant-bots?page=1,https://avatars.slack-edge.com/2020-06-29/1197570332983_757d2ea0861f518abd22_96.png,AppFollow: Review & Updates Monitor,"Respond to reviews, monitor app ranking and ASO changes. Supports the App Store, Google Play, Amazon, Mac App Store, & Microsoft Store."
1621182524-305,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=7,https://avatars.slack-edge.com/2020-06-22/1211536031617_0e147366fb0f7771b5d1_96.png,BattleBot.io,BattleBot allows you to track your office games.
1621182603-548,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured,Next,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured?page=2,https://avatars.slack-edge.com/2020-03-09/976045850722_cf39bf3d23137a0ddf3f_96.png,Freshdesk,"Connect your helpdesk to view, create and collaborate on tickets, right from Slack"
1621182566-436,https://gangchanger.slack.com/apps/category/AtVCT88N5T-working-from-home,Next,https://gangchanger.slack.com/apps/category/AtVCT88N5T-working-from-home?page=2,https://avatars.slack-edge.com/2019-09-24/771398350245_de162bdcfb1f3b5cddf7_96.png,Vacation Tracker,Your One-Stop-Shop For Effortless Leave Tracking 🌴
1621182452-82,https://gangchanger.slack.com/apps/category/At0EFT6813-brilliant-bots,Previous,https://gangchanger.slack.com/apps/category/At0EFT6813-brilliant-bots?page=1,https://slack-files2.s3-us-west-2.amazonaws.com/avatars/2018-01-12/297532298896_b38db12dd15a4aebf3d1_96.png,Troops,"Update Salesforce, Create Alerts, Use Your Salesforce Reports in Slack 🚀  📈"
1621182505-241,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=5,https://avatars.slack-edge.com/2020-12-26/1593241636454_5cb3a2cafd091ba4de5d_96.png,Groomba,"Automated, asynchronous backlog refinement"
1621182603-545,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured,Next,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured?page=2,https://avatars.slack-edge.com/2020-04-21/1069616724710_52d32ecfe70c3c33b443_96.png,The New York Times,Keep up with the stories shaping your world — without closing Slack.
1621182552-394,https://gangchanger.slack.com/apps/category/AtHC5Q7RUJ-daily-tools,,,https://avatars.slack-edge.com/2021-02-01/1725636648368_d0b4f2eca0834b833cb6_96.png,Google Calendar,"See your schedule, respond to invites, and get event updates."
1621182486-197,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=3,https://avatars.slack-edge.com/2020-08-27/1340400774529_beee7d4be6efe6772ab7_96.png,VanHack,Find the best developers for your needs
1621182524-302,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=7,https://avatars.slack-edge.com/2020-06-09/1175046299442_7ccb9586a2a163c9920a_96.png,TimeTree,Slack上でTimeTreeの予定の確認や作成ができます
1621182559-426,https://gangchanger.slack.com/apps/category/AtVCT88N5T-working-from-home,,,https://avatars.slack-edge.com/2019-11-25/848832123680_64c47103e3082b32c4fe_96.png,AWS Chatbot,ChatOps for AWS
1621182496-207,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=4,https://avatars.slack-edge.com/2019-07-31/706248540865_3a64d0b22a19b09f0af2_96.png,Work.bot - Employee NPS,Employee engagement & NPS tracking
1621182603-570,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured,Next,https://gangchanger.slack.com/apps/category/At0EFWTR6D-featured?page=2,https://avatars.slack-edge.com/2020-07-16/1238171859302_eda88d84e30fdd8c1493_96.png,Sidequest,"🎟 Task Manager for Teams & Helpdesks, 100% Inside Slack."
1621182524-315,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=7,https://avatars.slack-edge.com/2021-01-01/1592550244743_9fdf52fcae0b318cf288_96.png,Rattle,Update Salesforce right from Slack
1621182440-26,https://gangchanger.slack.com/apps/category/At0EFT6813-brilliant-bots,,,https://slack-files2.s3-us-west-2.amazonaws.com/avatars/2018-04-01/338840308512_7b2518ce202467308909_96.png,Now Virtual Agent,"Find answers, file requests and complete routine ServiceNow tasks within chat."
1621182468-124,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=2,https://avatars.slack-edge.com/2019-06-27/666679920802_6d21cc6f947567560a1f_96.png,Weekdone,View and update your Weekly Check-ins and OKRs and read all your Weekdone newsfeed updates right in Slack.
1621182545-369,https://gangchanger.slack.com/apps/category/At64BY3G3F-essential-apps,Previous,https://gangchanger.slack.com/apps/category/At64BY3G3F-essential-apps?page=1,https://slack-files2.s3-us-west-2.amazonaws.com/avatars/2017-09-21/245295805989_06e77af1bfb8e3c81d4d_96.png,Zoom,Easily start a Zoom video meeting directly from Slack.
1621182524-295,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy,Next,https://gangchanger.slack.com/apps/category/At0EFT67V3-new-noteworthy?page=7,https://avatars.slack-edge.com/2020-11-15/1526230559872_60c9bb2cc9f03591d335_96.png,Pringa,"Simple, high engagement remote onboarding without ever leaving Slack"
