web-scraper-order,url,name,imgSrc,ratecount,description,pricTag
1619774249-4178,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=26&pricing=all&requirements=off&sort_by=relevance,Shop Instagram Feed & UGC,https://cdn.shopify.com/app-store/listing_images/98e0dc64ab7212793799a67eeb6a9374/icon/COSbz7j0lu8CEAE=.jpg?height=72&quality=90&width=72,305,Shoppable Instagram gallery that sell. Instagram Shop + Slider,Free plan available
1619774138-3335,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=62&pricing=all&requirements=off&sort_by=relevance,Fomo Social Proof,https://cdn.shopify.com/app-store/listing_images/ca5007ab44658f3d201b0cf21c195a7b/icon/CLW/krz0lu8CEAE=.jpg?height=72&quality=90&width=72,209,Fomo Increases Conversions with Social Proof Notifications,14-day free trial
1619774294-4547,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=11&pricing=all&requirements=off&sort_by=relevance,Contact Form Builder ? FREE,https://cdn.shopify.com/app-store/listing_images/538bedf0d0417d22b416e97eed880aa5/icon/CKKsgrP0lu8CEAE=.jpg?height=72&quality=90&width=72,272,"Contact Form builder, Contact page, contact us button, etc.",Free plan available
1619774321-4757,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=2&pricing=all&requirements=off&sort_by=relevance,Spocket ? US & EU Dropshipping,https://cdn.shopify.com/app-store/listing_images/f2494b274470d2d9771e8561be4dc5dd/icon/CObnprj0lu8CEAE=.png?height=72&width=72,2375,Drop shipping US/EU Winning Products. Works with Oberlo & Loox,Free plan available
1619774318-4739,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=3&pricing=all&requirements=off&sort_by=relevance,Ryviu Product Reviews App & QA,https://cdn.shopify.com/app-store/listing_images/e80ca8383d6dc37c48bc5bf8092658c4/icon/CMrSoonwk/ACEAE=.png?height=72&width=72,445,"Amazon, Etsy & Ali Reviews import, Reviews Email & Questions",Free plan available
1619774301-4607,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=9&pricing=all&requirements=off&sort_by=relevance,AfterSell Post Purchase Upsell,https://cdn.shopify.com/app-store/listing_images/0a188ac0a2531baa73ee90cffa03529b/icon/CP+g2d/0lu8CEAE=.png?height=72&width=72,137,"Boost Sales 5-8% ? Post Checkout Upsell, Cross Sell, & Pop Ups",Free plan available
1619774239-4111,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=29&pricing=all&requirements=off&sort_by=relevance,Show Recent Orders | Sales Pop,https://cdn.shopify.com/app-store/listing_images/286c772a39f4a35903ba7b4fb53b7925/icon/CKXtz9j0lu8CEAE=.png?height=72&width=72,144,Show Recent Orders & Social Proof | Sales Pop Up,20-day free trial
1619774200-3810,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=42&pricing=all&requirements=off&sort_by=relevance,Skip Cart w/Sticky Add To Cart,https://cdn.shopify.com/app-store/listing_images/3abbd7bb2e7014e34298c8aa8a45d05a/icon/CP/+u8z0lu8CEAE=.png?height=72&width=72,138,"Skip To Checkout,Upsell,Buy Now,Sticky Cart,Animate Buy Button",Free plan available
1619774304-4620,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=8&pricing=all&requirements=off&sort_by=relevance,Carro: Cross?Store Selling,https://cdn.shopify.com/app-store/listing_images/7f3365decf34f04c16058af814718ef9/icon/CJa3tL30lu8CEAE=.jpg?height=72&quality=90&width=72,115,"35k+ Brands, 340M+ Visitors, 1M+ Products. Join Our Network!",Free plan available
1619774267-4326,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=20&pricing=all&requirements=off&sort_by=relevance,Printy6 ? Print On Demand,https://cdn.shopify.com/app-store/listing_images/5011a1798b4216475620d33b24187cfa/icon/CO26za30lu8CEAE=.jpg?height=72&quality=90&width=72,567,Plenty of items to choose from to put your design on.,Free
1619774258-4258,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=23&pricing=all&requirements=off&sort_by=relevance,"Messenger, Whatsapp Chat+Carts",https://cdn.shopify.com/app-store/listing_images/de3d0eec6cc35360a277ea5c165e2708/icon/CPbt3Lj0lu8CEAE=.png?height=72&width=72,179,FB+Whatsapp Business API+Abandoned Carts. 100 FREE WA Messages,Free plan available
1619774154-3455,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=57&pricing=all&requirements=off&sort_by=relevance,OrderLogic ? Min & Max Limits,https://cdn.shopify.com/app-store/listing_images/d629c9d5f66d3aa5cad24c581b1a35c3/icon/CNzj+sj0lu8CEAE=.png?height=72&width=72,103,Simple min and max product and order limits plus much more,7-day free trial
1619774309-4670,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=6&pricing=all&requirements=off&sort_by=relevance,AliExpress Review Importer,https://cdn.shopify.com/app-store/listing_images/d38e6e87a153baa1131d676e4b750e49/icon/CO3oqLH0lu8CEAE=.jpg?height=72&quality=90&width=72,285,Export reviews from Ali Express for your dropshipping products,Free
1619774312-4691,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=5&pricing=all&requirements=off&sort_by=relevance,Product Reviews,https://cdn.shopify.com/app-store/listing_images/60fca9c7f3400ddd43004e94b1355691/icon/CIvfosz0lu8CEAE=.png?height=72&width=72,1442,The simplest way to share your customers' experiences.,Free
1619774298-4563,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=10&pricing=all&requirements=off&sort_by=relevance,Realtime Stock Sync & Bundling,https://cdn.shopify.com/app-store/listing_images/20090637c57580edec17780cde9e9450/icon/CO37rML0lu8CEAE=.png?height=72&width=72,240,"Multiple shops, Amazon, eBay, Etsy, Faire, QBO, Square, & more",14-day free trial
1619774227-4029,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=33&pricing=all&requirements=off&sort_by=relevance,Slide Cart Drawer? Cart Upsell,https://cdn.shopify.com/app-store/listing_images/a1a10ea540e1a68828acd39c045ee87d/icon/CKPFveP0lu8CEAE=.png?height=72&width=72,139,"Sticky Cart Drawer, Cart Upsell, Rewards, Announcements & more",5-day free trial
1619774135-3293,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=63&pricing=all&requirements=off&sort_by=relevance,Easy Video ? Product Videos,https://cdn.shopify.com/app-store/listing_images/e31e70deba6b42d9572267a6d28ab7d9/icon/CJ3R86f0lu8CEAE=.png?height=72&width=72,115,Product videos for your store. YouTube & Vimeo video supported,7-day free trial
1619774324-4792,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=1&pricing=all&requirements=off&sort_by=relevance,SMSBump SMS Marketing,https://cdn.shopify.com/app-store/listing_images/a68804021383da136b6c1d18e7806937/icon/CI/s3bH0lu8CEAE=.png?height=72&width=72,1639,"Text Marketing, Cart recovery, SMS Automations and Chat",Free to install
1619774267-4334,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=20&pricing=all&requirements=off&sort_by=relevance,Giftship | Smart Gift Options,https://cdn.shopify.com/app-store/listing_images/3c5412f54155f0a05ade16c4f7745ba5/icon/CPyAxtj0lu8CEAE=.png?height=72&width=72,193,"Gift Messages, Upsells, Datepicker, Multi-Address Checkouts...",7-day free trial
1619773849-1000,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=159&pricing=all&requirements=off&sort_by=relevance,White Christmas,https://cdn.shopify.com/app-store/listing_images/19723240ad822a59729cf83e2091cee8/icon/CMyktcL0lu8CEAE=.png?height=72&width=72,130,Bring Christmas holidays to your store with snow and music,3-day free trial
1619774312-4692,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=5&pricing=all&requirements=off&sort_by=relevance,Product Filter & Search,https://cdn.shopify.com/app-store/listing_images/d4172f8181a20b56ade67cc448fac594/icon/CJOB5L30lu8CEAE=.png?height=72&width=72,934,Boost Sales with Collection Filter & Smart Instant Search,14-day free trial
1619774276-4400,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=17&pricing=all&requirements=off&sort_by=relevance,Bulk Discounts Now,https://cdn.shopify.com/app-store/listing_images/0dc4d815886099d969d9d42c1d2f6e91/icon/CK3T0qX0lu8CEAE=.png?height=72&width=72,387,"Bulk Discounts, Quantity Discounts, Tiered Pricing",Free plan available
1619774321-4776,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=2&pricing=all&requirements=off&sort_by=relevance,Translate & Currency Converter,https://cdn.shopify.com/app-store/listing_images/ca153fbdb5d5bc9bb3402f61073dbcb2/icon/CNCkzrf0lu8CEAE=.png?height=72&width=72,377,"Translate store in multi languages, GEO auto currency switcher",Free plan available
1619774010-2297,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=105&pricing=all&requirements=off&sort_by=relevance,Expressfy Aliexpress dropship,https://cdn.shopify.com/app-store/listing_images/8cdffc6afacbaf9adc360aa11bfd3cdb/icon/CP6ah770lu8CEAE=.png?height=72&width=72,118,Aliexpress Dropshipping,1-day free trial
1619774306-4636,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=7&pricing=all&requirements=off&sort_by=relevance,Video Ad Machine,https://cdn.shopify.com/app-store/listing_images/bd41d069880072bc3bbc4f10625d15e1/icon/CIrgh970lu8CEAE=.png?height=72&width=72,116,Automate product video creation & advertising to grow sales,Free plan available
1619774298-4575,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=10&pricing=all&requirements=off&sort_by=relevance,Slide Cart ?Sticky Cart Drawer,https://cdn.shopify.com/app-store/listing_images/a6756a825196236acbd97e15b7ef7f36/icon/COWnj6b0lu8CEAE=.png?height=72&width=72,114,"Sticky cart drawer with upselling, rewards and announcements!",Free plan available
1619774141-3359,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=61&pricing=all&requirements=off&sort_by=relevance,Disable Right Click FREE,https://cdn.shopify.com/app-store/listing_images/90fb2573644176bc73b49f705a2b6d95/icon/CIbFlqz0lu8CEAE=.png?height=72&width=72,162,The original disable right click app,Free plan available
1619774188-3719,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=46&pricing=all&requirements=off&sort_by=relevance,Booster: Discounted Pricing,https://cdn.shopify.com/app-store/listing_images/1424d3f83c31321aaf26e89ce41ea8f9/icon/CJH336b0lu8CEAE=.png?height=72&width=72,410,Discounted Pricing! The Premier Discount app for more Sales,7-day free trial
1619774318-4732,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=3&pricing=all&requirements=off&sort_by=relevance,"Klaviyo: Email, SMS & Forms",https://cdn.shopify.com/app-store/listing_images/5edd9000b933a8fa88c152d1e498531f/icon/CJ+t/tP0lu8CEAE=.jpg?height=72&quality=90&width=72,1258,Everything you need for ecommerce marketing,Free to install
1619774291-4533,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=12&pricing=all&requirements=off&sort_by=relevance,Sale & Discount Manager,https://cdn.shopify.com/app-store/listing_images/dd9d48ee95b78ac44969c0aee7ca1085/icon/CJ3Tjb70lu8CEAE=.jpg?height=72&quality=90&width=72,194,the perfect sale app for product discounts & scheduled sales,7-day free trial
1619774318-4752,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=3&pricing=all&requirements=off&sort_by=relevance,"Loyalty, Wishlist, Reviews UGC",https://cdn.shopify.com/app-store/listing_images/59da3ad107e08fd5430db47cc4e0a75c/icon/CO+wlsr0lu8CEAE=.jpg?height=72&quality=90&width=72,1341,"Loyalty program, rewards, referral, product reviews, Instagram",Free plan available
1619774287-4499,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=13&pricing=all&requirements=off&sort_by=relevance,T?Pop ? Print on Demand,https://cdn.shopify.com/app-store/listing_images/f480ce878ada760ee11f2910168f1f3a/icon/CI3W4N70lu8CEAE=.png?height=72&width=72,134,Ethical+Eco-friendly Print on Demand from Europe,Free
1619774294-4549,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=11&pricing=all&requirements=off&sort_by=relevance,Easy GDPR + Cookie Bar,https://cdn.shopify.com/app-store/listing_images/8d0d58d346f9a4462d960627b7a81ecd/icon/CNmxhMn0lu8CEAE=.png?height=72&width=72,441,Get GDPR compliant with 1 click.Cookie bar included.100% FREE.,Free
1619774148-3400,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=59&pricing=all&requirements=off&sort_by=relevance,Lookbook ? Shop by Gallery,https://cdn.shopify.com/app-store/listing_images/07063d2ebf01ac1c4e511ca86150f8cb/icon/CL7gybf0lu8CEAE=.png?height=72&width=72,122,Lookbook Gallery with product hotspots. Photo / Image Gallery,Free plan available
1619774294-4539,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=11&pricing=all&requirements=off&sort_by=relevance,Mailchimp Forms by Mailmunch,https://cdn.shopify.com/app-store/listing_images/3fc6d6e0f301a340511d18bbb42cbf4d/icon/CKLx2dj0lu8CEAE=.png?height=72&width=72,1403,Grow your Mailchimp list with exit intent popups and coupons,Free plan available
1619774318-4737,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=3&pricing=all&requirements=off&sort_by=relevance,Booster: Page Speed Optimizer,https://cdn.shopify.com/app-store/listing_images/43fd9d738ee38bec9addc99c01b9fd9d/icon/CIPL3Nj0lu8CEAE=.png?height=72&width=72,499,"Boost Pagespeed in 1 click. Increase Conversions, SEO & Sales",Free
1619774233-4063,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=31&pricing=all&requirements=off&sort_by=relevance,SELLY ? Promotion & Pricing,https://cdn.shopify.com/app-store/listing_images/c467075f4670f6d3f86982713f5af1ac/icon/CNyv9cf0lu8CEAE=.jpg?height=72&quality=90&width=72,121,"Multiple discounts, Cross & Upsell, Bundle, Quantity breaks ..",15-day free trial
1619774218-3949,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=36&pricing=all&requirements=off&sort_by=relevance,Discount Ninja,https://cdn.shopify.com/app-store/listing_images/9c731cf6b31b9f761d3f804d1521bb72/icon/CNXCpNT0lu8CEAE=.png?height=72&width=72,133,Special offers. Tiered & stacked discounts. BOGOs. Free gifts.,14-day free trial
1619774200-3814,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=42&pricing=all&requirements=off&sort_by=relevance,SMS {Email} Web push Firepush,https://cdn.shopify.com/app-store/listing_images/4b539239b447ba3a783ec53f49272014/icon/CO3A66X0lu8CEAE=.jpg?height=72&quality=90&width=72,784,Email & SMS marketing. Push notifications. Cart recovery,Free plan available
1619774246-4168,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=27&pricing=all&requirements=off&sort_by=relevance,Aliexpress Dropshipping & More,https://cdn.shopify.com/app-store/listing_images/64797333b07a64765408a12b5c9e5d43/icon/CLqbo8j0lu8CEAE=.jpg?height=72&quality=90&width=72,710,Dropship Products with your own Branding with fast shipping,Free plan available
1619774298-4562,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=10&pricing=all&requirements=off&sort_by=relevance,Wholesale Pricing Discount,https://cdn.shopify.com/app-store/listing_images/dbf9ad86d4cf9f0dceac13613f3b98fc/icon/CMCp7Mj0lu8CEAE=.jpg?height=72&quality=90&width=72,507,Wholesale pricing for wholesale and B2B customers!,21-day free trial
1619774324-4777,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=1&pricing=all&requirements=off&sort_by=relevance,Facebook channel,https://cdn.shopify.com/app-store/listing_images/21d07b9a03ab6e538a053381def7b15d/icon/CJnzrtj0lu8CEAE=.jpg?height=72&quality=90&width=72,3476,Bring your products to Facebook and Instagram users.,Free to install
1619774148-3406,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=59&pricing=all&requirements=off&sort_by=relevance,Bold Store Locator,https://cdn.shopify.com/app-store/listing_images/ee25e7578711c4eb3e6849f27d1e7b84/icon/CKa2h8n0lu8CEAE=.png?height=72&width=72,405,An interactive store locator with real time driving directions,Free plan available
1619773893-1365,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=144&pricing=all&requirements=off&sort_by=relevance,PreOrder Me,https://cdn.shopify.com/app-store/listing_images/e325e25aaa0dd6823a9eee52fd7a3563/icon/CKu57sj0lu8CEAE=.png?height=72&width=72,126,pre-order management and set different strategies for products,7-day free trial
1619774324-4790,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=1&pricing=all&requirements=off&sort_by=relevance,CJDropshipping,https://cdn.shopify.com/app-store/listing_images/6092673ffae7ca48ab9cb01736bae7fa/icon/CJSt3rj0lu8CEAE=.jpg?height=72&quality=90&width=72,1413,Best dropshipping supplier and fulfillment service from China.,Free to install
1619774236-4090,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=30&pricing=all&requirements=off&sort_by=relevance,Unlimited Smart UpSell Offers,https://cdn.shopify.com/app-store/listing_images/83ecb99967fd8981a82f13a5b2b19cd7/icon/CIrOr630lu8CEAE=.png?height=72&width=72,229,Sell even more with the psychological power of the upsell.,14-day free trial
1619774060-2705,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=88&pricing=all&requirements=off&sort_by=relevance,Ahia! ? Easy Price Changer,https://cdn.shopify.com/app-store/listing_images/3960689e32e827d3e7ada0cb43139d5b/icon/CKrEqdn0lu8CEAE=.png?height=72&width=72,105,The Best and Smartest way to Edit Prices on your Store.,Free plan available
1619774294-4537,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=11&pricing=all&requirements=off&sort_by=relevance,Product Reviews & photos ? EA,https://cdn.shopify.com/app-store/listing_images/92796d59e4eacd388079f6309a978829/icon/CJeO+em3j/ACEAE=.png?height=72&width=72,532,Photo Reviews . Site Reviews . Send Review Emails.,Free plan available
1619774212-3889,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=38&pricing=all&requirements=off&sort_by=relevance,Coupo Free Trust Badge,https://cdn.shopify.com/app-store/listing_images/c055421329765c61dace69e275784ada/icon/CMqrnt/0lu8CEAE=.png?height=72&width=72,280,"Payment & security badges - Works with Oberlo, Loox & Spocket",Free
1619774227-4016,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=33&pricing=all&requirements=off&sort_by=relevance,POWR FAQ & Help Center,https://cdn.shopify.com/app-store/listing_images/86cf5916c8de3c01476533ab61baf25d/icon/CPaHsav0lu8CEAE=.jpg?height=72&quality=90&width=72,212,FAQ page & FAQ accordion menu for product info & refund policy,Free plan available
1619774315-4711,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=4&pricing=all&requirements=off&sort_by=relevance,Sale Kit ? Social Proof bundle,https://cdn.shopify.com/app-store/listing_images/f6bc812d12df383028eaf0bd40a71423/icon/CJ69gqb0lu8CEAE=.png?height=72&width=72,683,"SOCIAL PROOF, URGENCY, Sales Pop, Promotion Popup, etc.",Free plan available
1619774203-3829,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=41&pricing=all&requirements=off&sort_by=relevance,Bold Memberships,https://cdn.shopify.com/app-store/listing_images/8c178f9d5e82544c151d4c5c73defadd/icon/CP7rorH0lu8CEAE=.png?height=72&width=72,258,A Membership Program w/ Custom Access & Recurring Billing,14-day free trial
1619774315-4708,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=4&pricing=all&requirements=off&sort_by=relevance,Translate My Store & Currency,https://cdn.shopify.com/app-store/listing_images/12c9b1ae63fd3ed111295d72b162f548/icon/CMPZ5KX0lu8CEAE=.jpg?height=72&quality=90&width=72,371,Translate store in multi languages & multi currency selector,Free
1619774212-3890,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=38&pricing=all&requirements=off&sort_by=relevance,Automatic Discounts & Gifts,https://cdn.shopify.com/app-store/listing_images/8d6c73f73151a959983ccf51e984ba3f/icon/CICJpsz0lu8CEAE=.png?height=72&width=72,148,"Tiered Pricing, Member Discounts, Auto Gifts, Upsells & more",Free plan available
1619774037-2499,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=96&pricing=all&requirements=off&sort_by=relevance,Sales Box ? Shipping & Offers,https://cdn.shopify.com/app-store/listing_images/e4081d600f9346acaed934e16427dc57/icon/CNLr+d70lu8CEAE=.png?height=72&width=72,139,Highlight personalized shipping info & offers to boost sales,7-day free trial
1619774304-4628,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=8&pricing=all&requirements=off&sort_by=relevance,In Cart Upsell & Cross Sell,https://cdn.shopify.com/app-store/listing_images/474d0b01a3f282ae1c16f8150056907a/icon/COWnjdiEhfACEAE=.png?height=72&width=72,474,Best targeted in cart upsell & cross sell offers - no popups!,Free plan available
1619774246-4156,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=27&pricing=all&requirements=off&sort_by=relevance,Abandoned Cart Recovery Email,https://cdn.shopify.com/app-store/listing_images/cfc3f19f2207fe0e380f7f1f5447e714/icon/CLuM+730lu8CEAE=.jpg?height=72&quality=90&width=72,812,"Abandoned Checkout, Spin-a-sale popup, Web Push Notifications",Free plan available
1619774191-3726,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=45&pricing=all&requirements=off&sort_by=relevance,Metafields Editor,https://cdn.shopify.com/app-store/listing_images/ff9e6c9c5a4f9b26f52ec48bf1737912/icon/CODo4cf0lu8CEAE=.png?height=72&width=72,133,"Extend your products, variants, collections with Metafields",Free plan available
1619774304-4618,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=8&pricing=all&requirements=off&sort_by=relevance,Stock Sync ? Inventory Update,https://cdn.shopify.com/app-store/listing_images/1db6e9f86149951b9585fba092a1dabb/icon/CKC/k870lu8CEAE=.png?height=72&width=72,828,Automate import products & inventory from almost any feeds,Free plan available
1619774287-4494,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=13&pricing=all&requirements=off&sort_by=relevance,GDPR Cookie Bar +ePrivacy Page,https://cdn.shopify.com/app-store/listing_images/3f0b68db732b6704928d685690b753c8/icon/CJ76x7j0lu8CEAE=.png?height=72&width=72,196,"EU/GDPR/CCPA banner, preferences popup works with google & fb",Free plan available
1619773932-1661,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=131&pricing=all&requirements=off&sort_by=relevance,Social Media Stream,https://cdn.shopify.com/app-store/listing_images/059804d95da66f2e87824b6501a7515f/icon/CIWO+LL0lu8CEAE=.jpg?height=72&quality=90&width=72,344,Stream All Your Social Media Into One Stunning Widget,14-day free trial
1619774304-4613,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=8&pricing=all&requirements=off&sort_by=relevance,PRODUCT SEARCH BAR & FILTERS,https://cdn.shopify.com/app-store/listing_images/4bd2ff62bd25c82e2138b6ef6fc1b59c/icon/CKufxt70lu8CEAE=.png?height=72&width=72,165,Instant & Rapid Search Bar. Advanced Smart Search & Categories,Free plan available
1619774306-4648,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=7&pricing=all&requirements=off&sort_by=relevance,Bulk Product Edit & CSV import,https://cdn.shopify.com/app-store/listing_images/72a63be7aee363d08469b2a8549c6d3f/icon/CIejmsL0lu8CEAE=.png?height=72&width=72,1302,"Bulk edit thousands of products, CSV & Excel import bulk edit",Free plan available
1619774294-4545,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=11&pricing=all&requirements=off&sort_by=relevance,Opinew Product Reviews App UGC,https://cdn.shopify.com/app-store/listing_images/2652696f8cd7357ce591f2b6217cd918/icon/CNeUncL0lu8CEAE=.png?height=72&width=72,877,"Social proof, Request product review app, review importer, UGC",Free to install
1619774261-4276,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=22&pricing=all&requirements=off&sort_by=relevance,Coin Currency Converter,https://cdn.shopify.com/app-store/listing_images/97b64b21046fad1b0727bc3fb9c4f9a7/icon/CMf/l6z0lu8CEAE=.png?height=72&width=72,467,Automatic currency conversion to reach more global customers!,14-day free trial
1619774209-3882,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=39&pricing=all&requirements=off&sort_by=relevance,Mobile App Builder ? JCurve,https://cdn.shopify.com/app-store/listing_images/e9ef37aba04afbf72444b7b5a84e925e/icon/COmj7MH0lu8CEAE=.png?height=72&width=72,117,"Maximize Sales by Quick Launch, Unlimited Push, High Quality.",30-day free trial
1619774301-4594,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=9&pricing=all&requirements=off&sort_by=relevance,langify,https://cdn.shopify.com/app-store/listing_images/344ae6f99e62cc3fad362ee029642583/icon/CMjLx8f0lu8CEAE=.jpg?height=72&quality=90&width=72,1179,Translate your shop into multiple languages,7-day free trial
1619774191-3743,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=45&pricing=all&requirements=off&sort_by=relevance,netParcel,https://cdn.shopify.com/app-store/listing_images/f7f660f4015c7438fb36b66f21562c2c/icon/CLzow8z0lu8CEAE=.jpg?height=72&quality=90&width=72,189,"Save up to 70% via UPS, Purolator, FedEx, and DHL.",Free to install
1619774273-4392,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=18&pricing=all&requirements=off&sort_by=relevance,Dropified ? Dropshipping,https://cdn.shopify.com/app-store/listing_images/cb1404ed19c540919a195a2163f518a3/icon/CLuQsrL0lu8CEAE=.png?height=72&width=72,238,"Automate your dropshipping business - AliExpress, eBay & More!",14-day free trial
1619774291-4528,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=12&pricing=all&requirements=off&sort_by=relevance,LimeSpot Personalizer,https://cdn.shopify.com/app-store/listing_images/585dcceb7085c6659ef2df8adb5f1e79/icon/CM78qtj0lu8CEAE=.jpg?height=72&quality=90&width=72,1461,"Personalized Recommendations, Upsell & Cross sell with AI",14-day free trial
1619774057-2670,https://apps.shopify.com/browse/all?app_integration_pos=off&app_integration_shopify_checkout=off&page=89&pricing=all&requirements=off&sort_by=relevance,Facebook Likes Popup,https://cdn.shopify.com/app-store/listing_images/406aa0274e90a5a0191603f65aee1ffd/icon/CJrV2Lf0lu8CEAE=.png?height=72&width=72,209,Coupons and Exit Intent – Get your store some Facebook buzz.,Free plan available
